21,Walking,117007011603000,-1.38,11.73,-3.02
21,Walking,117007051581000,-6.02,14.1,-0.19
21,Walking,117007091498000,-2.34,13.21,0.95
21,Walking,117007171484000,1.08,7.06,1.88
21,Walking,117007211554000,-0.69,5.56,2.03
21,Walking,117007251593000,-0.61,5.9,1.04
21,Walking,117007291541000,-1.88,5.18,1.42
21,Walking,117007371619000,-0.11,7.27,4.18
21,Walking,117007411963000,1.53,8.77,6.09
21,Walking,117007451636000,2.14,10.84,6.97
21,Walking,117007491522000,2.18,14.02,9.04
21,Walking,117007571509000,-4.4,4.86,0.84
21,Walking,117007611517000,-1.38,6.13,-0.34
21,Walking,117007651495000,2.79,12.76,-0.76
21,Walking,117007691504000,-0.8,7.08,1.46
21,Walking,117007771429000,1.12,9.08,0.3
21,Walking,117007891455000,0.38,7.86,1.38
21,Walking,117007891455000,0.38,7.86,1.38
21,Walking,117007891455000,0.38,7.86,1.38
21,Walking,117007972662000,2.72,9.47,1.73
21,Walking,117008011511000,2.83,8.92,1.92
21,Walking,117008051550000,1.95,12.41,2.49
21,Walking,117008091467000,1.14,13.82,-0.34
21,Walking,117008171515000,-2.45,12.57,-1.57
21,Walking,117008211493000,-3.53,14.21,1.95
21,Walking,117008251624000,1.14,8.96,-1.42
21,Walking,117008291541000,-0.69,6.93,1.12
21,Walking,117008371588000,-1.12,5.24,0.57
21,Walking,117008412360000,-2.87,5.6,1.65
21,Walking,117008451636000,-1.38,6.44,3.91
21,Walking,117008491644000,0.15,8.01,5.6
21,Walking,117008571600000,2.56,11.07,8.01
21,Walking,117008611639000,1.53,10.04,9.58
21,Walking,117008651526000,-2.49,15.09,0.5
21,Walking,117008691595000,-3.68,11.03,2.18
21,Walking,117008771460000,3.21,12.15,-2.37
21,Walking,117008811591000,-1.92,8.69,3.3
21,Walking,117008851599000,-0.76,5.24,-0.72
21,Walking,117008901709000,1.76,8.73,0.3
21,Walking,117008941657000,1.04,8.43,1.53
21,Walking,117009021552000,1.33,7.78,1.69
21,Walking,117009061591000,1.38,10.0,1.88
21,Walking,117009101508000,2.87,10.42,2.18
21,Walking,117009141516000,2.96,11.6,2.75
21,Walking,117009221686000,1.04,11.11,-2.68
21,Walking,117009261633000,-1.76,11.03,-1.84
21,Walking,117009301520000,-4.33,15.28,2.07
21,Walking,117009341589000,0.27,7.93,0.61
21,Walking,117009421637000,-1.23,5.41,2.14
21,Walking,117009461646000,-0.19,3.99,0.84
21,Walking,117009501501000,-0.95,3.53,1.14
21,Walking,117009559790000,-0.15,6.74,4.02
21,Walking,117009601508000,0.11,9.19,5.98
21,Walking,117009641638000,1.31,10.92,7.63
21,Walking,117009721503000,-0.08,17.92,0.46
21,Walking,117009761664000,-5.67,7.35,3.76
21,Walking,117009801642000,-2.53,4.37,-1.23
21,Walking,117009841620000,5.13,15.32,-1.04
21,Walking,117009883246000,-1.95,6.66,-0.38
21,Walking,117009965491000,1.92,8.69,0.23
21,Walking,117010003455000,0.61,6.89,0.38
21,Walking,117010041541000,0.38,8.35,1.73
21,Walking,117010121619000,0.95,8.43,1.95
21,Walking,117010161505000,2.75,10.12,1.92
21,Walking,117010201666000,3.45,10.34,2.64
21,Walking,117010241522000,2.22,13.06,1.8
21,Walking,117010321509000,-0.61,10.88,-2.96
21,Walking,117010361670000,-3.53,14.52,-0.15
21,Walking,117010401587000,-2.45,14.9,1.08
21,Walking,117010441534000,2.56,9.66,0.65
21,Walking,117010521674000,-0.57,4.29,0.89
21,Walking,117010561621000,-1.04,3.57,0.42
21,Walking,117010601569000,-1.61,3.91,0.89
21,Walking,117010641577000,-0.89,6.4,3.76
21,Walking,117010721625000,1.46,10.92,6.89
21,Walking,117010761572000,3.3,10.15,9.7
21,Walking,117010801611000,1.14,10.65,6.47
21,Walking,117010841528000,-4.67,17.16,-0.46
21,Walking,117010926947000,2.34,8.89,-2.79
21,Walking,117010964850000,1.18,11.99,1.92
21,Walking,117011002417000,-2.76,6.02,1.5
21,Walking,117011041541000,0.84,7.21,-0.34
21,Walking,117011121588000,1.65,8.2,1.57
21,Walking,117011161505000,0.34,7.46,1.61
21,Walking,117011201636000,0.72,7.86,1.33
21,Walking,117011241553000,0.5,9.96,1.65
21,Walking,117011321570000,3.21,10.12,2.3
21,Walking,117011361517000,3.06,13.44,-0.11
21,Walking,117011401556000,0.27,12.83,-2.6
21,Walking,117011441657000,-3.45,13.33,-1.95
21,Walking,117011521643000,0.8,10.99,0.3
21,Walking,117011561591000,1.92,7.97,1.31
21,Walking,117011601599000,-0.27,4.9,0.76
21,Walking,117011641638000,-1.27,4.63,0.69
21,Walking,117011721625000,-1.31,6.17,3.06
21,Walking,117011761725000,-0.08,7.46,4.33
21,Walking,117011801520000,0.65,9.23,6.05
21,Walking,117011841498000,0.76,10.12,7.08
21,Walking,117011921637000,0.08,17.5,3.36
21,Walking,117011963660000,-5.01,5.63,-0.08
21,Walking,117012002020000,-2.68,6.7,1.92
21,Walking,117012041632000,4.21,12.91,-1.73
21,Walking,117012121466000,-2.18,5.28,0.61
21,Walking,117012161505000,1.14,7.78,-0.38
21,Walking,117012201605000,1.5,7.67,1.18
21,Walking,117012241675000,1.08,8.69,2.03
21,Walking,117012321509000,0.72,8.85,1.73
21,Walking,117012361517000,2.22,10.23,1.5
21,Walking,117012401526000,3.02,10.19,1.99
21,Walking,117012441626000,2.72,11.22,2.26
21,Walking,117012521674000,0.19,10.84,-2.83
21,Walking,117012561652000,-4.6,14.14,-0.72
21,Walking,117012601508000,-3.99,14.02,1.8
21,Walking,117012641638000,3.21,9.92,0.27
21,Walking,117012721594000,-0.72,5.56,2.18
21,Walking,117012764166000,-0.46,4.56,0.91
21,Walking,117012801642000,-1.69,3.95,1.08
21,Walking,117012841650000,-1.27,5.67,2.87
21,Walking,117012924384000,1.99,10.61,6.28
21,Walking,117012965094000,3.45,12.3,8.27
21,Walking,117013001654000,2.53,12.6,8.54
21,Walking,117013041571000,-1.31,14.82,0.69
21,Walking,117013121466000,0.95,7.86,0.19
21,Walking,117013161505000,3.11,11.92,-0.84
21,Walking,117013201666000,-3.38,7.21,2.3
21,Walking,117013241827000,-1.12,6.13,-0.65
21,Walking,117013321509000,0.8,7.97,1.08
21,Walking,117013361639000,1.27,8.2,1.92
21,Walking,117013401526000,1.27,7.67,1.69
21,Walking,117013441565000,1.18,9.92,1.65
21,Walking,117013521643000,2.11,9.62,2.07
21,Walking,117013561499000,1.14,13.14,0.53
21,Walking,117013601630000,1.31,11.45,-2.83
21,Walking,117013641516000,-3.02,12.98,-2.41
21,Walking,117013721533000,0.08,11.41,0.0
21,Walking,117013761511000,2.83,9.28,1.38
21,Walking,117013801642000,-0.46,6.63,2.18
21,Walking,117013841589000,-0.19,5.63,1.31
21,Walking,117013921576000,-1.08,4.63,2.22
21,Walking,117013963690000,0.11,6.93,4.4
21,Walking,117014001624000,0.89,9.08,5.75
21,Walking,117014041663000,1.73,11.35,6.63
21,Walking,117014121588000,0.46,15.89,3.87
21,Walking,117014161536000,-4.29,9.0,0.34
21,Walking,117014201636000,-2.37,5.01,2.45
21,Walking,117014241553000,4.52,11.75,-1.95
21,Walking,117014323828000,-3.15,5.79,0.5
21,Walking,117014361670000,1.23,8.66,-0.61
21,Walking,117014401556000,0.53,7.35,0.65
21,Walking,117014451514000,0.8,8.54,1.33
21,Walking,117014491583000,1.38,7.74,1.5
21,Walking,117014571539000,1.99,10.38,1.65
21,Walking,117014611609000,2.53,9.85,1.76
21,Walking,117014651495000,2.72,10.8,2.07
21,Walking,117014691534000,1.84,12.72,-0.69
21,Walking,117014731604000,-0.31,11.56,-2.72
21,Walking,117014821509000,-2.07,13.1,1.5
21,Walking,117014861548000,3.06,9.77,0.72
21,Walking,117015031287000,-1.04,5.28,2.45
21,Walking,117015031287000,-1.04,5.28,2.45
21,Walking,117015031287000,-1.04,5.28,2.45
21,Walking,117015071539000,-0.04,7.63,4.63
21,Walking,117015111578000,0.99,10.08,7.01
21,Walking,117015151617000,1.46,10.53,7.27
21,Walking,117015191473000,2.3,10.5,8.85
21,Walking,117015271613000,-4.86,17.05,-0.69
21,Walking,117015311469000,-1.5,2.79,2.53
21,Walking,117015351508000,3.53,8.24,-2.91
21,Walking,117015391974000,0.5,11.5,2.03
21,Walking,117015471594000,0.72,8.66,-0.34
21,Walking,117015511511000,1.14,7.89,0.8
21,Walking,117015551550000,1.04,7.27,1.18
21,Walking,117015591467000,0.84,7.78,1.31
21,Walking,117015671454000,1.23,10.15,1.92
21,Walking,117015711523000,3.11,9.28,1.76
21,Walking,117015751593000,2.53,9.81,2.53
21,Walking,117015791480000,2.49,12.6,0.08
21,Walking,117015871588000,-4.37,13.44,-1.69
21,Walking,117015911505000,-4.56,13.67,0.65
21,Walking,117015951605000,1.23,11.65,0.23
21,Walking,117015991736000,1.99,9.28,1.61
21,Walking,117016071539000,-0.57,5.01,0.91
21,Walking,117016111487000,-1.61,3.68,0.76
21,Walking,117016151495000,-1.73,4.52,2.41
21,Walking,117016191595000,-0.34,7.25,4.37
21,Walking,117016271521000,1.8,10.57,6.66
21,Walking,117016311499000,1.88,13.91,9.28
21,Walking,117016351630000,-1.23,17.62,4.21
21,Walking,117016392676000,-3.41,6.82,0.8
21,Walking,117016471442000,3.21,12.49,-1.57
21,Walking,117016511481000,-0.89,8.66,1.92
21,Walking,117016551611000,-1.54,6.32,0.8
21,Walking,117016591498000,0.46,8.62,-0.08
21,Walking,117016671606000,1.08,8.69,1.73
21,Walking,117016711523000,1.61,7.89,1.65
21,Walking,117016751501000,1.33,7.4,1.38
21,Walking,117016791632000,1.12,9.7,1.27
21,Walking,117016871466000,2.75,9.38,2.14
21,Walking,117016911658000,2.34,12.07,1.57
21,Walking,117016951636000,2.07,12.68,-1.69
21,Walking,117016992041000,-0.84,10.92,-2.68
21,Walking,117017039679000,-4.86,12.76,0.42
21,Walking,117017121588000,2.83,9.47,0.72
21,Walking,117017161597000,-0.08,6.47,2.34
21,Walking,117017201544000,-0.61,5.33,1.42
21,Walking,117017241644000,-0.93,3.83,1.04
21,Walking,117017321509000,-0.23,6.89,4.1
21,Walking,117017361639000,0.3,9.04,5.9
21,Walking,117017401556000,1.38,10.38,6.21
21,Walking,117017441534000,2.34,12.15,8.69
21,Walking,117017521490000,-2.53,13.67,0.23
21,Walking,117017561591000,-4.06,3.6,1.92
21,Walking,117017601508000,1.61,8.73,-2.41
21,Walking,117017641608000,1.08,11.96,0.95
21,Walking,117017721503000,1.08,8.39,-0.72
21,Walking,117017761633000,2.22,8.69,0.5
21,Walking,117017801672000,1.46,8.5,1.31
21,Walking,117017841528000,1.95,8.16,2.14
21,Walking,117017921729000,1.12,8.81,1.5
21,Walking,117017963873000,1.53,10.5,1.65
21,Walking,117018001868000,1.08,9.81,1.95
21,Walking,117018041632000,2.11,11.69,1.65
21,Walking,117018121619000,0.3,11.65,-3.06
21,Walking,117018161505000,-3.38,11.54,-0.76
21,Walking,117018201636000,-2.76,13.38,1.61
21,Walking,117018241644000,3.26,10.5,0.53
21,Walking,117018321600000,-0.53,5.63,2.37
21,Walking,117018361517000,-0.93,5.33,1.88
21,Walking,117018401617000,-1.18,4.63,1.38
21,Walking,117018441504000,-0.95,5.13,2.72
21,Walking,117018521521000,0.5,9.19,6.05
21,Walking,117018561499000,1.84,10.69,7.27
21,Walking,117018601508000,4.1,10.0,9.23
21,Walking,117018641547000,0.84,13.1,3.76
21,Walking,117018721503000,-4.06,3.57,2.87
21,Walking,117018761511000,2.96,9.28,-3.41
21,Walking,117018801611000,1.12,11.75,1.88
21,Walking,117018841620000,-2.72,5.83,0.84
21,Walking,117018921912000,0.99,7.78,0.8
21,Walking,117018963812000,1.42,8.73,1.33
21,Walking,117019001654000,0.8,7.93,1.08
21,Walking,117019041480000,0.3,10.31,1.5
21,Walking,117019122076000,1.76,9.66,1.88
21,Walking,117019161627000,3.53,9.72,2.07
21,Walking,117019201575000,3.41,12.87,0.3
21,Walking,117019241644000,0.11,12.83,-2.45
21,Walking,117019321509000,-3.21,11.56,0.38
21,Walking,117019361609000,0.89,11.54,0.46
21,Walking,117019401709000,1.99,9.11,1.92
21,Walking,117019441626000,-0.38,6.28,2.26
21,Walking,117019521613000,-0.95,5.09,1.92
21,Walking,117019561591000,-0.99,4.75,2.49
21,Walking,117019601477000,0.15,5.83,4.14
21,Walking,117019641516000,1.42,8.39,6.05
21,Walking,117019721594000,1.92,12.76,9.15
21,Walking,117019761511000,0.08,13.87,4.14
21,Walking,117019803351000,-2.3,10.92,0.61
21,Walking,117019841620000,-1.84,5.18,1.38
21,Walking,117019881689000,3.45,10.23,-2.96
21,Walking,117019971564000,-0.95,6.93,-0.34
21,Walking,117020011572000,1.5,8.81,0.38
21,Walking,117020051581000,0.84,7.63,0.99
21,Walking,117020091620000,1.5,8.73,2.03
21,Walking,117020171606000,1.12,8.85,1.57
21,Walking,117020211462000,1.92,10.34,1.31
21,Walking,117020251654000,2.64,9.72,1.53
21,Walking,117020292670000,1.42,11.35,1.92
21,Walking,117020372534000,0.84,10.15,-2.79
21,Walking,117020411566000,-4.63,12.72,-0.5
21,Walking,117020451605000,-4.25,14.48,2.98
21,Walking,117020491614000,3.3,11.37,0.53
21,Walking,117020571600000,-0.99,4.9,1.8
21,Walking,117020611517000,-1.14,3.72,1.27
21,Walking,117020651648000,-1.46,3.34,1.84
21,Walking,117020691534000,0.08,6.28,3.91
21,Walking,117020771490000,1.42,10.31,6.43
21,Walking,117020812292000,1.92,11.22,8.47
21,Walking,117020851477000,1.33,12.64,6.89
21,Walking,117020891669000,-2.18,15.24,0.46
21,Walking,117020971503000,1.42,7.63,-0.93
21,Walking,117021011481000,3.26,12.15,0.23
21,Walking,117021051611000,-2.53,7.06,2.26
21,Walking,117021091559000,-0.89,7.44,0.0
21,Walking,117021142065000,1.18,7.82,0.76
21,Walking,117021221594000,0.89,7.86,1.88
21,Walking,117021261603000,0.95,7.82,2.11
21,Walking,117021301520000,1.38,9.28,1.53
21,Walking,117021341498000,1.88,9.81,1.57
21,Walking,117021421606000,2.14,13.06,1.27
21,Walking,117021461615000,0.76,11.8,-2.56
21,Walking,117021501593000,-3.72,12.49,-1.04
21,Walking,117021541632000,-3.68,13.82,1.08
21,Walking,117021621497000,1.84,8.5,1.95
21,Walking,117021661505000,0.0,6.21,2.22
21,Walking,117021701636000,-0.11,5.48,1.53
21,Walking,117021741614000,-1.95,4.75,1.33
21,Walking,117021821570000,0.11,7.35,4.59
21,Walking,117021861609000,1.92,9.11,6.05
21,Walking,117021901862000,2.07,10.34,7.25
21,Walking,117021941595000,3.34,10.84,9.0
21,Walking,117022021979000,-3.99,10.53,1.18
21,Walking,117022141394000,-1.31,8.58,1.99
21,Walking,117022141394000,-1.31,8.58,1.99
21,Walking,117022141394000,-1.31,8.58,1.99
21,Walking,117022221472000,1.5,9.11,-0.23
21,Walking,117022261481000,0.89,7.5,0.65
21,Walking,117022301611000,1.76,8.85,1.73
21,Walking,117022341589000,1.73,7.89,1.99
21,Walking,117022421637000,1.8,10.12,1.61
21,Walking,117022461523000,2.14,10.19,1.92
21,Walking,117022501593000,2.26,9.7,2.18
21,Walking,117022541541000,2.26,12.83,0.99
21,Walking,117022621588000,-2.76,11.11,-2.34
21,Walking,117022661505000,-4.25,12.49,1.42
21,Walking,117022701605000,0.84,12.15,0.5
21,Walking,117022741522000,2.75,9.15,2.03
21,Walking,117022822333000,-0.42,3.87,1.42
21,Walking,117022861517000,-0.93,3.83,1.57
21,Walking,117022903510000,0.0,6.28,3.34
21,Walking,117022941657000,0.19,8.12,4.94
21,Walking,117023021582000,1.14,10.73,7.12
21,Walking,117023061499000,2.49,12.53,8.5
21,Walking,117023101477000,-0.95,16.36,2.14
21,Walking,117023142004000,-4.29,6.63,1.69
21,Walking,117023221503000,3.64,12.03,-1.61
21,Walking,117023261511000,-1.69,7.35,2.41
21,Walking,117023301611000,-1.12,6.7,0.15
21,Walking,117023341498000,2.07,9.23,0.19
21,Walking,117023421515000,1.69,8.73,2.18
21,Walking,117023461615000,1.76,6.66,1.76
21,Walking,117023501593000,1.76,8.12,1.57
21,Walking,117023541632000,1.53,10.34,1.76
21,Walking,117023621466000,1.95,11.03,2.22
21,Walking,117023661627000,1.18,12.79,0.3
21,Walking,117023701605000,1.5,10.84,-2.3
21,Walking,117023741644000,-2.34,12.37,-1.27
21,Walking,117023781561000,-3.87,14.79,2.3
21,Walking,117023871558000,0.04,6.44,1.27
21,Walking,117023911505000,-1.31,4.4,1.53
21,Walking,117023951483000,-1.14,4.06,0.84
21,Walking,117023991614000,-1.57,4.94,2.07
21,Walking,117024071570000,0.19,10.34,6.51
21,Walking,117024111487000,1.27,10.73,8.05
21,Walking,117024151465000,3.15,10.31,8.27
21,Walking,117024191534000,0.08,16.66,3.36
21,Walking,117024271613000,-1.31,5.48,0.5
21,Walking,117024311652000,5.01,12.79,-1.46
21,Walking,117024351630000,-1.92,7.46,3.11
21,Walking,117024391638000,-1.23,6.05,-0.19
21,Walking,117024471533000,1.14,7.25,0.61
21,Walking,117024511420000,1.57,8.39,1.73
21,Walking,117024551489000,1.31,7.82,1.76
21,Walking,117024591620000,0.84,9.19,1.53
21,Walking,117024671484000,2.53,10.0,2.34
21,Walking,117024711676000,2.75,11.56,2.14
21,Walking,117024751593000,2.3,11.35,-0.8
21,Walking,117024791724000,-0.57,10.42,-2.6
21,Walking,117024871527000,-2.53,13.63,1.31
21,Walking,117024912604000,4.06,9.3,0.89
21,Walking,117024951575000,0.95,6.93,2.03
21,Walking,117024991736000,-0.31,4.82,1.84
21,Walking,117025071570000,-1.76,4.4,1.95
21,Walking,117025111609000,-0.42,7.67,4.67
21,Walking,117025151617000,1.33,10.23,6.51
21,Walking,117025191565000,1.53,10.8,7.82
21,Walking,117025271490000,0.89,15.13,3.68
21,Walking,117025311591000,-4.18,10.57,0.84
21,Walking,117025351294000,-2.03,4.48,0.15
21,Walking,117025391333000,4.06,12.57,-1.99
21,Walking,117025471411000,-2.18,6.44,0.65
21,Walking,117025511511000,2.07,8.73,0.08
21,Walking,117025551642000,1.57,7.5,1.08
21,Walking,117025591620000,1.33,8.47,2.03
21,Walking,117025671515000,1.73,8.31,1.88
21,Walking,117025711462000,2.45,9.96,1.23
21,Walking,117025751501000,0.8,9.85,1.73
21,Walking,117025791571000,1.8,10.95,1.95
21,Walking,117025871527000,1.08,10.46,-3.02
21,Walking,117025911566000,-3.26,12.72,-0.27
21,Walking,117025951514000,-3.87,14.71,2.53
21,Walking,117025991522000,3.34,10.88,0.23
21,Walking,117026071570000,-1.08,6.09,2.07
21,Walking,117026111609000,-1.04,5.13,0.95
21,Walking,117026151465000,-1.92,3.53,0.61
21,Walking,117026191504000,-1.08,4.94,2.22
21,Walking,117026271552000,1.18,10.99,6.7
21,Walking,117026311621000,1.46,11.22,7.7
21,Walking,117026351508000,2.68,14.48,7.74
21,Walking,117026391455000,-1.42,14.1,0.11
21,Walking,117026471503000,1.42,9.23,-1.31
21,Walking,117026511603000,2.53,12.18,0.27
21,Walking,117026551550000,-1.88,6.93,1.84
21,Walking,117026591589000,-0.11,7.59,-0.23
21,Walking,117026671515000,1.14,7.55,1.08
21,Walking,117026711523000,1.33,8.2,1.73
21,Walking,117026751501000,0.91,8.28,1.53
21,Walking,117026791602000,1.31,9.81,1.65
21,Walking,117026871466000,2.45,10.61,2.11
21,Walking,117026911536000,1.84,13.44,0.76
21,Walking,117026951514000,1.18,11.3,-2.45
21,Walking,117026992194000,-2.45,11.54,-1.99
21,Walking,117027071448000,0.72,11.88,0.38
21,Walking,117027111609000,2.87,8.47,1.5
21,Walking,117027151862000,-0.19,5.98,1.95
21,Walking,117027192267000,-0.95,5.05,1.33
21,Walking,117027242163000,-1.73,3.95,1.42
21,Walking,117027321631000,0.19,8.16,5.05
21,Walking,117027361639000,0.99,10.84,6.93
21,Walking,117027401617000,2.34,12.07,8.69
21,Walking,117027445959000,2.37,16.66,5.41
21,Walking,117027521552000,-5.05,3.02,1.84
21,Walking,117027561499000,2.98,11.18,-1.69
21,Walking,117027601630000,1.33,10.73,1.84
21,Walking,117027641516000,-2.15,6.05,1.33
21,Walking,117027721472000,0.95,7.31,0.76
21,Walking,117027761603000,1.14,8.43,1.23
21,Walking,117027801581000,0.89,7.78,1.5
21,Walking,117027841498000,0.65,7.74,1.61
21,Walking,117027923376000,3.76,9.11,1.18
21,Walking,117027963904000,1.08,11.88,2.68
21,Walking,117028001929000,1.18,12.6,1.69
21,Walking,117028041602000,4.06,10.73,-2.98
21,Walking,117028121497000,-5.83,14.71,1.27
21,Walking,117028161627000,-0.84,11.69,0.72
21,Walking,117028201666000,2.83,9.0,0.65
21,Walking,117028241858000,-0.08,5.86,2.26
21,Walking,117028321539000,-0.69,4.56,1.23
21,Walking,117028361517000,-0.65,4.9,2.03
21,Walking,117028401648000,0.04,7.4,4.56
21,Walking,117028441626000,0.19,9.81,6.28
21,Walking,117028521521000,3.87,14.9,8.88
21,Walking,117028561530000,-0.19,14.86,0.5
21,Walking,117028601508000,-3.87,4.4,0.76
21,Walking,117028641547000,0.53,8.28,-0.38
21,Walking,117028721503000,-1.14,7.16,1.38
21,Walking,117028761542000,0.34,7.44,-0.38
21,Walking,117028801642000,0.76,8.62,0.46
21,Walking,117028841498000,0.5,8.05,0.99
21,Walking,117028921576000,0.91,8.08,1.84
21,Walking,117028963629000,1.99,9.08,1.8
21,Walking,117029001685000,2.79,9.28,1.95
21,Walking,117029041663000,1.84,10.15,1.8
21,Walking,117029121588000,1.84,10.76,-2.91
21,Walking,117029161505000,-2.26,12.64,-1.88
21,Walking,117029321539000,-0.72,5.09,2.45
21,Walking,117029321539000,-0.72,5.09,2.45
21,Walking,117029321539000,-0.72,5.09,2.45
21,Walking,117029361456000,-0.42,5.01,1.38
21,Walking,117029401617000,-1.8,4.6,0.8
21,Walking,117029441626000,-1.99,5.13,2.49
21,Walking,117029521521000,0.23,10.31,6.32
21,Walking,117029561591000,1.04,11.45,7.59
21,Walking,117029601538000,3.76,9.66,8.58
21,Walking,117029641638000,-0.93,13.8,2.41
21,Walking,117029721625000,-0.8,3.99,2.03
21,Walking,117029761633000,3.64,9.19,-3.11
21,Walking,117029801611000,-0.65,10.31,2.75
21,Walking,117029841620000,-1.99,5.71,0.27
21,Walking,117029921667000,1.33,7.7,1.12
21,Walking,117029963782000,1.92,8.54,1.76
21,Walking,117030001868000,1.5,7.16,1.73
21,Walking,117030041571000,0.65,8.31,1.73
21,Walking,117030121497000,2.98,9.77,1.65
21,Walking,117030161597000,1.42,12.57,0.69
21,Walking,117030201666000,1.5,13.18,-1.73
21,Walking,117030241675000,-2.26,11.6,-2.6
21,Walking,117030322119000,-0.27,13.14,1.42
21,Walking,117030361609000,1.88,11.07,1.14
21,Walking,117030401862000,0.15,6.17,1.99
21,Walking,117030442328000,-0.84,5.28,1.88
21,Walking,117030521521000,-1.57,3.76,1.76
21,Walking,117030561652000,-0.38,5.79,3.26
21,Walking,117030601599000,1.53,9.38,5.6
21,Walking,117030641547000,0.57,10.57,6.97
21,Walking,117030711432000,2.91,10.65,8.01
21,Walking,117030751471000,-1.95,18.01,0.69
21,Walking,117030791602000,-2.91,6.4,2.14
21,Walking,117030871527000,3.98,13.48,-1.31
21,Walking,117030911505000,-2.41,7.46,2.49
21,Walking,117030951453000,-0.61,6.51,-0.15
21,Walking,117030991675000,1.92,8.69,0.34
21,Walking,117031071783000,0.23,8.43,1.31
21,Walking,117031111639000,0.53,7.74,1.65
21,Walking,117031151617000,1.61,8.92,1.27
21,Walking,117031191595000,2.11,9.85,1.57
21,Walking,117031271613000,2.64,12.45,1.23
21,Walking,117031324225000,1.5,12.45,-3.06
21,Walking,117031362250000,-3.79,12.03,-2.49
21,Walking,117031401617000,-5.37,12.57,0.3
21,Walking,117031441534000,0.11,13.02,0.65
21,Walking,117031521613000,0.53,6.32,2.53
21,Walking,117031561469000,-0.11,4.79,1.95
21,Walking,117031601599000,-0.11,4.1,1.27
21,Walking,117031641516000,-1.04,3.95,1.95
21,Walking,117031721503000,0.61,9.85,5.79
21,Walking,117031761633000,0.04,12.37,7.44
21,Walking,117031801611000,2.22,13.59,9.0
21,Walking,117031841620000,0.61,15.66,2.87
21,Walking,117031921667000,0.53,8.5,0.38
21,Walking,117031963751000,2.68,11.37,-0.31
21,Walking,117032001959000,-2.07,7.4,1.38
21,Walking,117032041693000,-1.5,7.59,0.42
21,Walking,117032121588000,0.69,7.63,0.38
21,Walking,117032161505000,0.8,8.73,1.69
21,Walking,117032201666000,1.14,7.78,1.61
21,Walking,117032241522000,1.53,8.58,2.07
21,Walking,117032321783000,2.72,9.62,1.76
21,Walking,117032361517000,2.26,11.56,1.84
21,Walking,117032401587000,2.03,13.06,-1.08
21,Walking,117032441504000,-0.89,11.3,-2.79
21,Walking,117032521613000,-2.15,13.72,1.92
21,Walking,117032561499000,3.45,11.22,1.14
21,Walking,117032601538000,1.76,7.59,2.26
